# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	COGID	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
661	44	hand	hand	hænd	English	1006	h æ n d	3 7 4 1	AXLN	HENT	4	4.H.C 4.E.V 4.N.c 4.T.c	2.0 1.5 1.1 0.8	0	32	hand:32
662	44	hand	hāth	ɦɑːtʰ	Hindi	37	ɦ ɑː tʰ	3 7 1	AXN	HAT	6	6.H.C 6.A.V 6.T.c	2.0 1.5 0.8	0	32	hand:32
663	44	hand	hāth	ɦɑːtʰ	Urdu	37	ɦ ɑː tʰ	3 7 1	AXN	HAT	15	15.H.C 15.A.V 15.T.c	2.0 1.5 0.8	0	32	hand:32
664	44	hand	hāt	ɦat	Nepali	37	ɦ a t	3 7 1	AXN	HAT	9	9.H.C 9.A.V 9.T.c	2.0 1.5 0.8	0	32	hand:32
665	44	hand	hattha	ɦətːʰə	Punjabi	37	ɦ ə tːʰ ə	3 7 1 7	AXBZ	HETE	11	11.H.C 11.E.V 11.T.C 11.E.V	2.0 1.5 1.75 0.8	0	32	hand:32
666	44	hand	hatha	None	Sindhi	37	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	32	hand:32
667	44	hand	hāth	None	Gujarati	37	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	32	hand:32
668	44	hand	hāt	ɦat	Marathi	37	ɦ a t	3 7 1	AXN	HAT	8	8.H.C 8.A.V 8.T.c	2.0 1.5 0.8	0	32	hand:32
669	44	hand	hāt	ɦat	Konkani	37	ɦ a t	3 7 1	AXN	HAT	7	7.H.C 7.A.V 7.T.c	2.0 1.5 0.8	0	32	hand:32
670	44	hand	hat	ɦat	Assamese	37	ɦ a t	3 7 1	AXN	HAT	1	1.H.C 1.A.V 1.T.c	2.0 1.5 0.8	0	32	hand:32
671	44	hand	hat	ɦat	Bengali	37	ɦ a t	3 7 1	AXN	HAT	2	2.H.C 2.A.V 2.T.c	2.0 1.5 0.8	0	32	hand:32
672	44	hand	hatô	hatɔ	Oriya	37	h a t ɔ	3 7 1 7	AXBZ	HATU	10	10.H.C 10.A.V 10.T.C 10.U.V	2.0 1.5 1.75 0.8	0	32	hand:32
673	44	hand	ata	None	Sinhalese	37	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	32	hand:32
674	44	hand	at̊	None	Dhivehi	37	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	32	hand:32
675	44	hand	vast	vɑːst	Romani	37	v ɑː s t	3 7 3 1	AXLN	BAST	12	12.B.C 12.A.V 12.S.c 12.T.c	2.0 1.5 1.1 0.8	0	32	hand:32
#
541	36	head	head	hɛd	English	1026	h ɛ d	3 7 1	AXN	HET	4	4.H.C 4.E.V 4.T.c	2.0 1.5 0.8	0	33	head:33
542	36	head	sir	sɪɾ	Hindi	38	s ɪ ɾ	3 7 5	AXN	SIR	6	6.S.C 6.I.V 6.R.c	2.0 1.5 0.8	0	33	head:33
543	36	head	sar	saɾ	Urdu	38	s a ɾ	3 7 5	AXN	SAR	15	15.S.C 15.A.V 15.R.c	2.0 1.5 0.8	0	33	head:33
544	36	head	ṭāuko	None	Nepali	338	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	33	head:33
545	36	head	sir	sɪɾə	Punjabi	38	s ɪ ɾ ə	3 7 5 7	AXBZ	SIRE	11	11.S.C 11.I.V 11.R.C 11.E.V	2.0 1.5 1.75 0.8	0	33	head:33
546	36	head	matho	None	Sindhi	38	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	33	head:33
547	36	head	māthũ	None	Gujarati	186	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	33	head:33
548	36	head	ḍoke	None	Marathi	254	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	33	head:33
549	36	head	taklī	None	Konkani	186	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	33	head:33
550	36	head	mur	matʰa	Assamese	338	m a tʰ a	4 7 1 7	AXBZ	MATA	1	1.M.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	0	33	head:33
551	36	head	matha	matʰa	Bengali	186	m a tʰ a	4 7 1 7	AXBZ	MATA	2	2.M.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	33	head:33
552	36	head	muṇḍô	None	Oriya	38	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	33	head:33
553	36	head	oluwa	None	Sinhalese	38	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	33	head:33
554	36	head	saru	None	Dhivehi	38	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	33	head:33
555	36	head	śero	None	Romani	38	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	33	head:33
#
721	48	heart	heart	hɑːt	English	1049	h ɑː t	3 7 1	AXN	HAT	4	4.H.C 4.A.V 4.T.c	2.0 1.5 0.8	0	34	heart:34
722	48	heart	dil	dɪl	Hindi	-3	d ɪ l	1 7 5	AXN	TIL	6	6.T.C 6.I.V 6.L.c	2.0 1.5 0.8	0	34	heart:34
723	48	heart	dil	dalla	Urdu	-3	d a ll a	1 7 5 7	AXBZ	TALA	15	15.T.C 15.A.V 15.L.C 15.A.V	2.0 1.5 1.75 0.8	0	34	heart:34
724	48	heart	muṭu	ɦɾɪdəj	Nepali	365	ɦ ɾ ɪ d ə j	3 5 7 1 7 6	ACXBYN	HRITEJ	9	9.H.C 9.R.C 9.I.V 9.T.C 9.E.V 9.J.c	2.0 1.5 1.5 1.75 1.3 0.8	0	34	heart:34
725	48	heart	dil	dɪl	Punjabi	-2	d ɪ l	1 7 5	AXN	TIL	11	11.T.C 11.I.V 11.L.c	2.0 1.5 0.8	0	34	heart:34
726	48	heart	dil	dalla	Sindhi	161	d a ll a	1 7 5 7	AXBZ	TALA	13	13.T.C 13.A.V 13.L.C 13.A.V	2.0 1.5 1.75 0.8	0	34	heart:34
727	48	heart	hṛdya	None	Gujarati	-2	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	34	heart:34
728	48	heart	hruday	ɦɾɪdəj	Marathi	-6	ɦ ɾ ɪ d ə j	3 5 7 1 7 6	ACXBYN	HRITEJ	8	8.H.C 8.R.C 8.I.V 8.T.C 8.E.V 8.J.c	2.0 1.5 1.5 1.75 1.3 0.8	0	34	heart:34
729	48	heart	haḍḍẽ	None	Konkani	143	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	34	heart:34
730	48	heart	hia	amɔtʰu	Assamese	161	a m ɔ tʰ u	7 4 7 1 7	XBYBZ	AMUTY	1	1.A.V 1.M.C 1.U.V 1.T.C 1.Y.V	1.5 1.75 1.3 1.75 0.8	0	34	heart:34
731	48	heart	hridôẏ	None	Bengali	-6	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	34	heart:34
732	48	heart	hrudôyô	None	Oriya	-5	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	34	heart:34
733	48	heart	hadawata	None	Sinhalese	161	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	34	heart:34
734	48	heart	hit̊	None	Dhivehi	161	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	34	heart:34
735	48	heart	ilo	ˈʔilo	Romani	161	ˈʔ i l o	1 7 5 7	AXBZ	HILU	12	12.H.C 12.I.V 12.L.C 12.U.V	2.0 1.5 1.75 0.8	0	34	heart:34
#
481	32	horn	horn	hɔːn	English	1113	h ɔː n	3 7 4	AXN	HUN	4	4.H.C 4.U.V 4.N.c	2.0 1.5 0.8	0	35	horn:35
482	32	horn	sīṅg	siːŋɡ	Hindi	40	s iː ŋ ɡ	3 7 4 1	AXLN	SINK	6	6.S.C 6.I.V 6.N.c 6.K.c	2.0 1.5 1.1 0.8	0	35	horn:35
483	32	horn	sīng	siːŋɡ	Urdu	40	s iː ŋ ɡ	3 7 4 1	AXLN	SINK	15	15.S.C 15.I.V 15.N.c 15.K.c	2.0 1.5 1.1 0.8	0	35	horn:35
484	32	horn	siṅ	None	Nepali	40	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
485	32	horn	siṅg	None	Punjabi	40	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
486	32	horn	siṅu	None	Sindhi	40	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
487	32	horn	śī̃gḍũ	None	Gujarati	40	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
488	32	horn	śiṅga	ɕiŋɡə	Marathi	40	ɕ i ŋ ɡ ə	3 7 4 1 7	AXMBZ	SINKE	8	8.S.C 8.I.V 8.N.c 8.K.C 8.E.V	2.0 1.5 1.1 1.75 0.8	0	35	horn:35
489	32	horn	śīṅga	None	Konkani	40	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
490	32	horn	xiṅ	xiŋ	Assamese	40	x i ŋ	3 7 4	AXN	GIN	1	1.G.C 1.I.V 1.N.c	2.0 1.5 0.8	0	35	horn:35
491	32	horn	śiṅ	xiŋ	Bengali	40	x i ŋ	3 7 4	AXN	GIN	2	2.G.C 2.I.V 2.N.c	2.0 1.5 0.8	0	35	horn:35
492	32	horn	śiṅgô	siŋɡɔ	Oriya	40	s i ŋ ɡ ɔ	3 7 4 1 7	AXMBZ	SINKU	10	10.S.C 10.I.V 10.N.c 10.K.C 10.U.V	2.0 1.5 1.1 1.75 0.8	0	35	horn:35
493	32	horn	aⁿga	None	Sinhalese	40	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
494	32	horn	daḷu	None	Dhivehi	537	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
495	32	horn	śing	None	Romani	40	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	35	horn:35
#
646	43	knee	knee	niː	English	1234	n iː	4 7	AX	NI	4	4.N.C 4.I.V	2.0 1.5	0	36	knee:36
647	43	knee	ghuṭnā	ɡʱʊʈnɑː	Hindi	43	ɡʱ ʊ ʈ n ɑː	1 7 1 4 7	AXBCZ	KYTNA	6	6.K.C 6.Y.V 6.T.C 6.N.C 6.A.V	2.0 1.5 1.75 1.5 0.8	0	36	knee:36
648	43	knee	ghuṭnā	None	Urdu	43	N o n e	0 7 4 7	AXBZ	0UNE	15	15.0.C 15.U.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
649	43	knee	ghũḍā	None	Nepali	43	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
650	43	knee	goḍe	None	Punjabi	122	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
651	43	knee	goᶑo	None	Sindhi	122	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
652	43	knee	ghū̃ṭaṇ	None	Gujarati	122	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
653	43	knee	guḍghā	None	Marathi	122	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
654	43	knee	dopor	None	Konkani	613	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
655	43	knee	ãthu	ãtʰu	Assamese	225	ã tʰ u	7 1 7	XBZ	ATY	1	1.A.V 1.T.C 1.Y.V	1.5 1.75 0.8	0	36	knee:36
656	43	knee	hãṭu	ˈɦaʈu	Bengali	225	ˈɦ a ʈ u	3 7 1 7	AXBZ	HATY	2	2.H.C 2.A.V 2.T.C 2.Y.V	2.0 1.5 1.75 0.8	0	36	knee:36
657	43	knee	aṇṭhu	aɳʈʰu	Oriya	225	a ɳ ʈʰ u	7 4 1 7	XMBZ	ANTY	10	10.A.V 10.N.c 10.T.C 10.Y.V	1.5 1.1 1.75 0.8	0	36	knee:36
658	43	knee	dana	None	Sinhalese	144	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
659	43	knee	kakū	None	Dhivehi	538	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	36	knee:36
660	43	knee	chang	tɕãɴ	Romani	587	t ɕ ã ɴ	1 3 7 4	ACXN	TSAN	12	12.T.C 12.S.C 12.A.V 12.N.c	2.0 1.5 1.5 0.8	0	36	knee:36
#
346	23	leaf	leaf	liːf	English	1270	l iː f	5 7 3	AXN	LIB	4	4.L.C 4.I.V 4.B.c	2.0 1.5 0.8	0	37	leaf:37
347	23	leaf	pattā	pəttɑː	Hindi	45	p ə tt ɑː	1 7 1 7	AXBZ	PETA	6	6.P.C 6.E.V 6.T.C 6.A.V	2.0 1.5 1.75 0.8	0	37	leaf:37
348	23	leaf	pattā	pətɑː	Urdu	45	p ə t ɑː	1 7 1 7	AXBZ	PETA	15	15.P.C 15.E.V 15.T.C 15.A.V	2.0 1.5 1.75 0.8	0	37	leaf:37
349	23	leaf	pāt	pɑːt	Nepali	45	p ɑː t	1 7 1	AXN	PAT	9	9.P.C 9.A.V 9.T.c	2.0 1.5 0.8	0	37	leaf:37
350	23	leaf	patā	None	Punjabi	45	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	37	leaf:37
351	23	leaf	panu	None	Sindhi	189	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	37	leaf:37
352	23	leaf	pā̃dḍũ	None	Gujarati	189	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	37	leaf:37
353	23	leaf	pān	pɑːn	Marathi	189	p ɑː n	1 7 4	AXN	PAN	8	8.P.C 8.A.V 8.N.c	2.0 1.5 0.8	0	37	leaf:37
354	23	leaf	pān	pɑːn	Konkani	189	p ɑː n	1 7 4	AXN	PAN	7	7.P.C 7.A.V 7.N.c	2.0 1.5 0.8	0	37	leaf:37
355	23	leaf	pat	None	Assamese	45	N o n e	0 7 4 7	AXBZ	0UNE	1	1.0.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	37	leaf:37
356	23	leaf	pata	pata	Bengali	45	p a t a	1 7 1 7	AXBZ	PATA	2	2.P.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	37	leaf:37
357	23	leaf	pôtrô	pɔtɾɔ	Oriya	-6	p ɔ t ɾ ɔ	1 7 1 5 7	AXBCZ	PUTRU	10	10.P.C 10.U.V 10.T.C 10.R.C 10.U.V	2.0 1.5 1.75 1.5 0.8	0	37	leaf:37
358	23	leaf	koḷē	None	Sinhalese	45	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	37	leaf:37
359	23	leaf	fat̊	None	Dhivehi	45	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	37	leaf:37
360	23	leaf	patrin	None	Romani	45	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	37	leaf:37
#
736	49	liver	liver	ˈlɪvə	English	1325	ˈl ɪ v ə	5 7 3 7	AXBZ	LIBE	4	4.L.C 4.I.V 4.B.C 4.E.V	2.0 1.5 1.75 0.8	0	39	liver:39
737	49	liver	jigar	kəleːdʒɑː	Hindi	48	k ə l eː d ʒ ɑː	1 7 5 7 1 3 7	AXBYBCZ	KELETSA	6	6.K.C 6.E.V 6.L.C 6.E.V 6.T.C 6.S.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	39	liver:39
738	49	liver	jigar	dʒiɡaɾ	Urdu	48	d ʒ i ɡ a ɾ	1 3 7 1 7 5	ACXBYN	TSIKAR	15	15.T.C 15.S.C 15.I.V 15.K.C 15.A.V 15.R.c	2.0 1.5 1.5 1.75 1.3 0.8	0	39	liver:39
739	49	liver	kalejo	kʌledzo	Nepali	48	k ʌ l e d z o	1 7 5 7 1 3 7	AXBYBCZ	KELETSU	9	9.K.C 9.E.V 9.L.C 9.E.V 9.T.C 9.S.C 9.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	39	liver:39
740	49	liver	jigar	None	Punjabi	48	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
741	49	liver	jigaru	dʒiɡaɾ	Sindhi	190	d ʒ i ɡ a ɾ	1 3 7 1 7 5	ACXBYN	TSIKAR	13	13.T.C 13.S.C 13.I.V 13.K.C 13.A.V 13.R.c	2.0 1.5 1.5 1.75 1.3 0.8	0	39	liver:39
742	49	liver	yakṛt	None	Gujarati	48	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
743	49	liver	yakrut	None	Marathi	-7	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
744	49	liver	yakrut	None	Konkani	48	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
745	49	liver	zokrit	kɔliza	Assamese	-3	k ɔ l i z a	1 7 5 7 3 7	AXBYBZ	KULISA	1	1.K.C 1.U.V 1.L.C 1.I.V 1.S.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	39	liver:39
746	49	liver	kôlje	None	Bengali	-7	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
747	49	liver	jôkrutô	None	Oriya	48	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
748	49	liver	akmāwa	None	Sinhalese	410	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
749	49	liver	mē	None	Dhivehi	539	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
750	49	liver	puko	None	Romani	496	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	39	liver:39
#
196	13	long	long	ˈlɒŋ	English	1344	ˈl ɒ ŋ	5 7 4	AXN	LON	4	4.L.C 4.O.V 4.N.c	2.0 1.5 0.8	0	40	long:40
197	13	long	lambā	ləmbɑː	Hindi	49	l ə m b ɑː	5 7 4 1 7	AXMBZ	LEMPA	6	6.L.C 6.E.V 6.M.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	40	long:40
198	13	long	lambā	ləmbɑː	Urdu	49	l ə m b ɑː	5 7 4 1 7	AXMBZ	LEMPA	15	15.L.C 15.E.V 15.M.c 15.P.C 15.A.V	2.0 1.5 1.1 1.75 0.8	0	40	long:40
199	13	long	lāmo	lämo	Nepali	49	l ä m o	5 7 4 7	AXBZ	LAMU	9	9.L.C 9.A.V 9.M.C 9.U.V	2.0 1.5 1.75 0.8	0	40	long:40
200	13	long	lammā	None	Punjabi	49	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	40	long:40
201	13	long	ḍigho	None	Sindhi	191	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	40	long:40
202	13	long	lā̃bu	None	Gujarati	49	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	40	long:40
203	13	long	lāmba	None	Marathi	49	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	40	long:40
204	13	long	lāmba	None	Konkani	191	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	40	long:40
205	13	long	dighol	None	Assamese	191	N o n e	0 7 4 7	AXBZ	0UNE	1	1.0.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	40	long:40
206	13	long	lômba	None	Bengali	49	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	40	long:40
207	13	long	lômba	diɾɡʱɔ	Oriya	49	d i ɾ ɡʱ ɔ	1 7 5 1 7	AXMBZ	TIRKU	10	10.T.C 10.I.V 10.R.c 10.K.C 10.U.V	2.0 1.5 1.1 1.75 0.8	0	40	long:40
208	13	long	diga	None	Sinhalese	191	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	40	long:40
209	13	long	digu	diɡu	Dhivehi	191	d i ɡ u	1 7 1 7	AXBZ	TIKY	3	3.T.C 3.I.V 3.K.C 3.Y.V	2.0 1.5 1.75 0.8	0	40	long:40
210	13	long	lùngo	None	Romani	-7	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	40	long:40
#
301	20	louse	louse	laʊs	English	1363	l aʊ s	5 7 3	AXN	LAS	4	4.L.C 4.A.V 4.S.c	2.0 1.5 0.8	0	41	louse:41
302	20	louse	jū̃	dʒũː	Hindi	50	d ʒ ũː	1 3 7	ACX	TSY	6	6.T.C 6.S.C 6.Y.V	2.0 1.5 1.5	0	41	louse:41
303	20	louse	jū̃	dʒũː	Urdu	50	d ʒ ũː	1 3 7	ACX	TSY	15	15.T.C 15.S.C 15.Y.V	2.0 1.5 1.5	0	41	louse:41
304	20	louse	jumrā	dzumrä	Nepali	50	d z u m r ä	1 3 7 4 5 7	ACXBCZ	TSYMRA	9	9.T.C 9.S.C 9.Y.V 9.M.C 9.R.C 9.A.V	2.0 1.5 1.5 1.75 1.5 0.8	0	41	louse:41
305	20	louse	jū̃	None	Punjabi	50	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
306	20	louse	jū̃a	dʒon	Sindhi	50	d ʒ o n	1 3 7 4	ACXN	TSUN	13	13.T.C 13.S.C 13.U.V 13.N.c	2.0 1.5 1.5 0.8	0	41	louse:41
307	20	louse	jū	None	Gujarati	50	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
308	20	louse	ū	uː	Marathi	50	uː	7	X	Y	8	8.Y.V	1.5	0	41	louse:41
309	20	louse	ūv	None	Konkani	50	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
310	20	louse	ükoni	None	Assamese	50	N o n e	0 7 4 7	AXBZ	0UNE	1	1.0.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
311	20	louse	ukun	None	Bengali	50	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
312	20	louse	ukuṇi	None	Oriya	50	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
313	20	louse	ukuṇā	None	Sinhalese	50	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
314	20	louse	ukunu	None	Dhivehi	50	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
315	20	louse	ʒuv	None	Romani	50	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	41	louse:41
#
241	16	man	man	mæn	English	1372	m æ n	4 7 4	AXN	MEN	4	4.M.C 4.E.V 4.N.c	2.0 1.5 0.8	0	42	man:42
242	16	man	ādmī	ɑːdmiː	Hindi	-4	ɑː d m iː	7 1 4 7	XBCZ	ATMI	6	6.A.V 6.T.C 6.M.C 6.I.V	1.5 1.75 1.5 0.8	0	42	man:42
243	16	man	ādmī	ɑːdmiː	Urdu	-3	ɑː d m iː	7 1 4 7	XBCZ	ATMI	15	15.A.V 15.T.C 15.M.C 15.I.V	1.5 1.75 1.5 0.8	0	42	man:42
